"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","SHAPE_Length"
"VC",1958,225,107.35,"2","2","2008","te puna wai","no",5,3,2,107.349991112839
"VC",1958,225,110.14,"2","2","2008","te puna wai","no",1,3,2,110.137804728483
"VC",1958,225,45.61,"2","2","2008","te puna wai","no",5,3,2,45.6060863783347
"VC",1958,225,34.77,"2","2","2008","te puna wai","no",5,3,2,34.7686158901473
"CONC",2015,300,75.64,"2","2","2016","te puna wai","no",5,1,1,75.6442847345865
"CONC",2015,300,58.85,"2","2","2016","te puna wai","no",5,1,1,58.850541382669
"CONC",1962,375,64.68,"3","2","2010","te puna wai","no",5,1,3,64.6812317617402
"CONC",1962,375,59.97,"2","2","2010","te puna wai","no",1,1,3,59.9719191608571
"CONC",1962,375,91.03,"2","2","2010","te puna wai","no",1,1,3,91.034051084082
"CONC",1965,300,13.41,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",5,3,2,13.4073159162919
"CONC",2000,375,26.85,"2","2","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,26.8504246823288
"CONC",1959,381,93.56,"2","2","2016","te puna wai","no",1,1,3,93.5596550760525
"CONC",1958,318,91.74,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",1,3,3,91.7423351726176
"CONC",1958,318,88.18,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",1,3,3,88.177007789167
"CONC",1958,318,86.85,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",1,3,3,86.8528622707471
"CONC",1958,318,93.55,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",1,3,3,93.5529154087064
"CONC",1992,724,39.56,"1","None","None","None","no",1,3,1,39.5556847482157
"CONC",1959,381,59.62,"2","2","2016","te puna wai","no",1,1,3,59.61906040256
"CONC",1992,724,37.99,"1","None","None","None","no",1,3,1,37.9879709768559
"CONC",1992,724,32.15,"1","None","None","None","no",1,3,1,32.1487382789893
"CONC",1959,381,102.84,"2","2","2016","te puna wai","no",1,1,3,102.841040793917
"CONC",1959,381,101.18,"2","2","2016","te puna wai","no",1,1,3,101.181419036462
"CONC",1964,381,76.87,"1","1","2018","CCTV Footage Review Log South_Latest.xls","no",3,3,1,76.8690659199382
"CONC",1992,724,84.89,"1","None","None","None","no",1,3,1,84.8892126541638
"CONC",1959,381,96.53,"2","2","2016","te puna wai","no",1,1,3,96.5324587102657
"CONC",1964,381,9.85,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,2,9.84599007929409
"CONC",1958,318,102.21,"3","3","2018","te puna wai","no",1,3,3,102.214730766148
"CONC",1958,318,100.28,"3","3","2018","te puna wai","no",1,3,3,100.281175087297
"CONC",1958,318,99.85,"3","3","2018","te puna wai","no",1,3,3,99.8527852237623
"CONC",1958,318,88.64,"3","3","2017","te puna wai","no",1,3,3,88.6375169566526
"CONC",1958,318,14.89,"3","3","2018","te puna wai","no",5,3,3,14.8865172911278
"CONC",1958,318,111.8,"3","3","2018","te puna wai","no",1,3,3,111.803513577994
"CONC",1958,318,97.78,"3","3","2018","te puna wai","no",1,3,3,97.7778291119423
"CONC",1958,318,55.32,"3","3","2018","te puna wai","no",1,3,3,55.3200215259807
"CONC",1958,318,42.94,"3","3","2018","te puna wai","no",1,3,3,42.941733098499
"CONC",1966,675,90.21,"2","2","2011","CCTV Footage Review Log South_Latest.xls","no",5,3,2,90.2100084109806
"VC",1958,375,60.77,"2","2","2005","te puna wai","no",1,3,2,60.7699886991585
"CONC",1966,375,21.34,"3","3","2018","te puna wai","no",1,3,1,21.3397515373465
"PE",2002,355,116.46,"2","2","2016","te puna wai","no",1,1,1,116.463479286627
"AC",1968,375,98.22,"3","2","2012","te puna wai","no",1,3,5,98.21971691317
"AC",1968,375,120.7,"3","2","2012","te puna wai","no",1,3,5,120.699392171225
"AC",1968,375,116.59,"4","2","2012","te puna wai","no",5,3,5,116.593478541198
"CONC",1975,457,31.4,"2","2","2008","te puna wai","no",5,1,2,31.4000293590322
"AC",1968,375,95.3,"4","None","None","None","no",1,3,5,95.3039647698502
"CONC",1997,390,105.59,"2","2","2014","te puna wai","no",3,3,1,105.585203410557
"CONC",1997,390,80.12,"2","2","2014","te puna wai","no",1,1,1,80.117425526983
"CONC",1965,300,84.78,"2","2","2011","te puna wai","no",1,3,2,84.7849613703427
"CONC",1966,381,16.13,"4","4","2018","te puna wai","no",1,3,2,16.1259002699415
"CONC",1967,375,152.74,"2","2","2005","te puna wai","no",1,3,2,152.744816852322
"CONC",1974,381,108.87,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,108.871326596211
"CONC",1958,381,23.82,"3","3","2018","te puna wai","no",5,3,3,23.822534837827
"CONC",1958,381,7.11,"3","3","2018","te puna wai","no",1,3,3,7.10867617081519
"PE",2011,355,63.66,"1","1","2016","te puna wai","no",1,1,1,63.6582272112224
"PE",2011,150,2,"2","2","2016","te puna wai","no",1,1,1,1.99614741881995
"CONC",1965,300,106.32,"2","2","2011","te puna wai","no",1,3,2,106.3236874885
"CONC",1961,300,75.43,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,75.4304717458029
"CONC",1961,300,56.3,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,56.3003926964115
"CONC",1965,300,72.08,"3","3","2011","te puna wai","no",5,3,2,72.0800044118836
"CONC",1965,375,92.19,"2","2","2012","te puna wai","no",1,3,2,92.1919921441583
"CONC",1974,381,105,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,104.995648742843
"CONC",1965,375,107.94,"2","2","2009","te puna wai","yes",5,1,2,107.93568146006
"CONC",1965,375,93.89,"2","2","2009","te puna wai","yes",1,1,2,93.8911022533581
"CONC",1959,635,71.35,"2","2","2016","te puna wai","no",1,1,3,71.3527262261799
"CONC",1961,355,41.19,"2","None","None","None","no",1,1,3,41.1940047396558
"CONC",1946,600,54.94,"3","3","2011","te puna wai","no",5,1,3,54.9396840835964
"CONC",1946,600,23.99,"3","2","2011","te puna wai","no",5,1,3,23.9902149729167
"CONC",1946,600,77.53,"3","3","2011","te puna wai","no",3,1,3,77.5329523687601
"CONC",1946,600,54.12,"3","2","2011","te puna wai","no",5,1,3,54.1249171884044
"CONC",1946,600,41.63,"2","2","2011","te puna wai","no",1,1,3,41.6299599138708
"CONC",1958,750,3.36,"3","3","2018","CCTV Footage Review Log South_Latest.xls","no",5,3,3,3.35811168744298
"CONC",1965,750,88.78,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",3,5,2,88.7779607009121
"CLS",1961,315,21.12,"4","None","None","None","no",1,1,5,21.1213834603265
"CLS",1962,315,15.72,"4","None","None","None","no",1,1,5,15.7216762591413
"CLS",1962,355,1.95,"3","3","2015","te puna wai","no",1,1,5,1.95232748342143
"CONC",1914,600,20.24,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,20.242423277959
"CONC",1914,750,29.97,"3","2","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,29.9678211863182
"CONC",1959,600,89.44,"3","3","2013","te puna wai","no",5,1,3,89.4420601118994
"CONC",1959,600,86.24,"3","3","2013","te puna wai","no",5,1,3,86.2423710207301
"CONC",1962,600,108.74,"3","2","2021","CCTV Footage Review Log South_Latest.xls","yes",5,1,3,108.735494128616
"CONC",1946,600,128.58,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,128.575427507802
"CONC",1966,600,105.19,"3","3","2002","te puna wai","no",1,3,2,105.192471395055
"CONC",1966,600,105.86,"3","3","2001","te puna wai","no",1,3,2,105.859730479128
"CONC",1966,600,104.53,"3","3","2001","te puna wai","no",1,3,2,104.528768165408
"CONC",1964,600,156.81,"2","2","2018","te puna wai","no",1,3,2,156.81072505492
"CONC",1964,600,155.12,"2","2","2018","te puna wai","no",1,3,2,155.119636988224
"CLS",1985,1060,40.81,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,1,3,40.8142621280265
"CONC",1988,450,173.27,"3","3","2001","te puna wai","no",1,1,1,173.271402154874
"CONC",1970,600,88.71,"2","2","2009","te puna wai","no",5,1,2,88.710172790637
"CLS",1965,650,15.93,"3","2","2011","te puna wai","no",1,1,5,15.9261633985207
"CONC",2006,700,48.96,"1","None","None","None","no",1,3,1,48.95680952373
"CONC",1989,440,43.88,"2","2","2018","te puna wai","no",1,3,1,43.883693381773
"CONC",1962,550,43.48,"2","None","None","None","no",1,1,3,43.4789734526193
"CONC",1963,525,25.14,"2","2","2017","te puna wai","no",1,1,3,25.1365058236888
"CONC",1964,600,93.39,"2","2","2017","te puna wai","no",5,1,2,93.3862792832546
"CONC",1964,600,111.3,"2","2","2018","te puna wai","no",5,1,2,111.298443508279
"CONC",1964,600,21.73,"2","2","2018","te puna wai","no",5,1,2,21.7271305141298
"CONC",1975,457,52.15,"2","None","None","None","no",5,1,2,52.1488812011917
"CONC",1975,457,33.62,"2","2","2016","te puna wai","no",5,1,2,33.6230413170792
"CONC",1975,457,8.24,"2","2","2016","te puna wai","no",5,1,2,8.24413183048632
"CONC",1971,470,10.91,"2","None","None","None","no",5,1,2,10.9120830202855
"CONC",1975,457,70.01,"2","2","2016","te puna wai","no",5,1,2,70.0137895498882
"CONC",1989,440,47.32,"2","2","2018","te puna wai","no",5,3,1,47.3165445173905
"CONC",1975,457,45.2,"2","2","2016","te puna wai","no",5,1,2,45.1952751177213
"CONC",1975,457,39.4,"2","2","2016","te puna wai","no",5,1,2,39.4043001401135
"CONC",1975,457,43.58,"2","2","2016","te puna wai","no",5,1,2,43.5775579691656
"CONC",1975,457,43.46,"2","2","2016","te puna wai","no",5,1,2,43.4627234202546
"CONC",1975,457,38.5,"2","2","2016","te puna wai","no",5,1,2,38.496422923179
"CONC",1975,457,24.39,"2","2","2016","te puna wai","no",5,1,2,24.3933258560585
"CONC",1975,457,6.65,"2","2","2016","te puna wai","no",5,1,2,6.65382240553641
"CONC",1989,440,60.68,"2","2","2018","te puna wai","no",1,3,1,60.6807276862366
"CONC",1989,440,34.78,"2","2","2018","te puna wai","no",1,3,1,34.77568927478
"CONC",1960,490,111.26,"3","None","None","None","no",3,1,3,111.259805259433
"CONC",1961,500,63.84,"3","None","None","None","no",3,3,3,63.8397426194835
"CONC",1961,500,42.31,"3","None","None","None","no",3,3,3,42.3110388246034
"CONC",1961,500,20.05,"3","None","None","None","no",3,3,3,20.0504856485149
"CONC",1961,500,36.54,"3","None","None","None","no",3,3,3,36.5432366856642
"CONC",1961,500,14.43,"3","None","None","None","no",3,3,3,14.4260796149975
"CONC",1960,490,104.07,"2","None","None","None","no",1,1,3,104.074450217342
"CONC",1961,500,20.33,"3","None","None","None","no",3,3,3,20.3285888378335
"CONC",1960,490,90.86,"3","None","None","None","no",5,1,3,90.8632287680824
"CONC",1967,570,34.94,"2","None","None","None","no",1,1,2,34.9436388248663
"CONC",1972,550,62.66,"3","3","2016","te puna wai","no",3,1,2,62.6619677880515
"CONC",1957,550,65.53,"2","2","2016","te puna wai","no",1,1,3,65.5345249865147
"CONC",1957,550,57.91,"3","3","2016","te puna wai","no",1,1,3,57.9096042969493
"CONC",1962,570,98.13,"2","None","None","None","no",1,1,3,98.1294136074717
"CONC",1962,570,62.37,"2","None","None","None","no",1,1,3,62.3660758956918
"CONC",1961,500,5.4,"3","2","2016","te puna wai","no",5,1,3,5.4032332729344
"CONC",1991,525,85.96,"3","3","2016","te puna wai","no",1,1,1,85.9558110560297
"CONC",1994,525,77.82,"3","3","2016","te puna wai","no",1,1,1,77.8159119412046
"CONC",2000,525,72.62,"3","3","2016","te puna wai","no",1,1,1,72.6171320693968
"CONC",1991,525,37.21,"3","3","2016","te puna wai","no",1,1,1,37.2069819612617
"CONC",1991,525,79.35,"3","3","2016","te puna wai","no",1,1,1,79.3457503369687
"CONC",2000,525,61.06,"3","3","2016","te puna wai","no",1,1,1,61.0588843989176
"CONC",2000,525,35.5,"2","2","2016","te puna wai","no",1,1,1,35.5040026186649
"CONC",1957,525,26.07,"2","None","None","None","no",1,1,3,26.0698974770198
"CONC",2002,457,16.9,"3","3","2016","te puna wai","yes",1,3,1,16.8978764842171
"CONC",2006,675,141.34,"1","None","None","None","no",1,3,1,141.3441254651
"CONC",1940,550,50.39,"4","4","2015","te puna wai","no",5,1,1,50.385917699319
"CONC",1940,550,42.41,"3","3","2015","te puna wai","no",5,1,1,42.4128837464761
"PE",2005,630,26.14,"2","None","None","None","no",5,1,1,26.1364250023305
"CLS",2015,375,20.09,"1","None","None","None","no",1,1,1,20.0938414695823
"CONC",1957,525,63.43,"2","None","None","None","no",1,1,3,63.4263025888333
"CONC",1957,550,62.87,"2","None","None","None","no",1,1,3,62.8673457486305
"CONC",1957,550,62.5,"2","None","None","None","no",1,1,3,62.5033226132969
"CONC",1957,550,48.8,"2","None","None","None","no",1,1,3,48.7974045646528
"CONC",1957,550,41.4,"2","None","None","None","no",1,1,3,41.4043726982125
"CONC",1957,550,9.19,"2","None","None","None","no",1,1,3,9.19228419170456
"CONC",1940,550,53.66,"3","3","2015","te puna wai","no",5,1,1,53.6552284584938
"CONC",1940,550,17.02,"3","3","2015","te puna wai","no",5,1,1,17.0221778186525
"CONC",1940,550,16.97,"3","3","2015","te puna wai","no",5,1,1,16.9748603650146
"CLS",2000,470,1,"2","None","None","CCTV app","yes",5,3,1,0.997032361308358
"CONC",2000,457,56.28,"1","None","None","CCTV app","yes",1,3,1,56.2840851279628
"CONC",1957,525,37.73,"2","2","2017","te puna wai","no",1,1,3,37.728353056422
"CONC",2000,457,18.26,"1","None","None","CCTV app","yes",1,3,1,18.2578945226376
"CONC",2000,457,63.01,"1","None","None","CCTV app","yes",1,1,1,63.0060570876671
"CONC",2000,457,40.86,"1","None","None","CCTV app","yes",1,1,1,40.8630714106529
"BRICK",1911,1500,120.79,"3","3","2013","CCTV Footage Review Log South_Latest.xls","no",1,1,4,120.788553080864
"CONC",2000,457,34.22,"1","None","None","CCTV app","yes",1,3,1,34.221709979942
"CONC",1973,1500,832.8,"2","None","None","None","no",3,3,2,832.796408949336
"CLS",2002,225,280.85,"2","None","None","None","no",5,1,1,280.84572651966
"CONC",1993,200,235.59,"2","None","None","None","no",5,1,1,235.589418782915
"CONC",1965,300,119.02,"3","None","None","None","no",5,3,2,119.022704831464
"AC",1981,225,61.14,"3","2","1998","te puna wai","no",5,3,2,61.1366092909862
"CONC",1991,225,59.78,"2","None","None","None","no",5,1,1,59.7792201058654
"CLS",1994,225,57.07,"2","None","None","None","no",5,1,2,57.0722264495862
"CONC",1956,375,44.89,"4","4","2024","External Source/s","no",5,1,3,44.8925936325824
"ABS",1992,200,17.4,"2","None","None","None","no",5,1,1,17.4019752172641
"CONC",1965,300,11.16,"3","None","None","None","no",5,3,2,11.1636030767606
"PE",2011,391,8.39,"2","None","None","None","no",5,1,1,8.38569259561608
"CONC",1963,225,2.06,"3","None","None","None","no",5,1,3,2.06316316621232
"CLS",1956,391,2.05,"5","None","None","None","no",5,1,5,2.0518630363682
"CLS",1991,225,1.45,"2","None","None","None","no",5,1,2,1.44537234949703
"CLS",1956,390,1.06,"5","5","2024","External Source/s","no",5,1,5,1.05896871804857
"CLS",1962,225,1.03,"5","None","None","None","no",5,1,5,1.03400541632113
"CLS",1965,310,0.89,"5","None","None","None","no",5,3,5,0.890050694729805
"CLS",1956,390,0.79,"5","5","2024","External Source/s","no",5,1,5,0.792309394971539
"CLS",1962,225,0.74,"5","None","None","None","no",5,1,5,0.741895390388548
"CLS",1963,225,0.48,"5","None","None","None","no",5,1,5,0.483327501646997
"PE",2012,315,616.11,"2","None","None","None","no",3,3,1,616.107003232003
"PE",2012,315,615.31,"2","None","None","None","no",3,3,1,615.305010878413
"CONC",1965,300,477.13,"2","2","2016","te puna wai","no",3,3,2,477.125828533739
"AC",1977,200,211.57,"3","None","None","None","no",3,5,3,211.568983080597
"CONC",1965,300,29.6,"2","2","2016","te puna wai","no",3,3,2,29.6015563131602
"CONC",2017,318,10.81,"2","None","None","None","no",3,3,1,10.8093686546486
"CLS",1964,200,7.62,"4","None","None","None","no",3,3,5,7.61551485583778
"CLS",1993,310,4.41,"2","None","None","None","no",3,3,2,4.41048137311147
"MS",2017,250,2.02,"2","None","None","None","no",3,3,1,2.02421712463545
"MS",2017,250,1.99,"2","None","None","None","no",3,3,1,1.99386154410014
"CONC",2017,318,1.54,"2","None","None","None","no",3,3,1,1.54477311899413
"CONC",2017,318,1.03,"2","None","None","None","no",3,3,1,1.03125267876768
"CLS",1988,390,1082.33,"2","None","None","None","no",1,1,2,1082.32558065802
"PE",2005,315,501.86,"1","None","None","None","no",1,3,1,501.855471468636
"PE",2014,355,473.39,"1","None","None","None","no",1,1,1,473.392103312089
"AC",1970,300,365.8,"3","None","None","None","no",1,3,4,365.801779229443
"CONC",1956,381,284.22,"4","4","2024","External Source/s","no",1,1,3,284.223062606136
"AC",1984,375,274.96,"4","4","2024","External Source/s","no",1,1,2,274.962572792282
"PE",2009,355,251.4,"1","None","None","None","no",1,3,1,251.399900681782
"PE",2013,355,236.51,"1","None","None","None","no",1,3,1,236.506263355111
"PVC-U",1980,150,209.24,"2","None","None","None","no",1,3,2,209.235655574731
"AC",1962,150,203.29,"4","None","None","None","no",1,1,5,203.285674663064
"CLS",1993,225,182.07,"2","None","None","None","no",1,1,2,182.065599682672
"PVC-U",1998,225,175.07,"1","None","None","None","no",1,3,1,175.072222945814
"CONC",2012,381,168.51,"4","4","2024","External Source/s","no",1,3,1,168.509461802113
"PP",2020,335,93.07,"1","None","None","None","no",1,3,1,93.0679580238126
"AC",1981,225,84.76,"2","None","None","None","no",1,1,2,84.7576811182965
"PE",2003,250,66.38,"1","None","None","None","no",1,1,1,66.3762186877873
"CLS",1984,390,66.29,"5","5","2024","External Source/s","no",1,1,3,66.2900603084632
"CONC",1956,375,34.23,"4","4","2024","External Source/s","no",1,1,3,34.2343755676738
"CLS",1965,390,33.76,"4","None","None","None","no",1,1,5,33.7556560550145
"CLS",1984,390,31.25,"5","5","2024","External Source/s","no",1,3,3,31.2465059450491
"CLS",1984,390,30.93,"5","5","2024","External Source/s","no",1,1,3,30.9265341005413
"CLS",1998,200,25.99,"2","None","None","None","no",1,3,2,25.9861726841652
"AC",1964,250,15.96,"4","None","None","None","no",1,3,5,15.955957284852
"CLS",1999,310,11.42,"1","None","None","None","no",1,1,1,11.4173207829903
"CLS",2020,250,9.88,"1","None","None","None","no",1,3,1,9.87528531815465
"PE",2007,355,8.59,"1","None","None","None","no",1,3,1,8.58722247106897
"PE",2020,250,8.5,"1","None","None","None","no",1,3,1,8.58232965282172
"PE",2014,355,6.89,"1","None","None","None","no",1,3,1,6.89007297967641
"MS",2014,250,6.57,"1","None","None","None","no",1,1,1,6.56868641821844
"CLS",2020,250,4.74,"1","None","None","None","no",1,3,1,4.73611956830953
"PE",2005,315,4.23,"1","None","None","None","no",1,3,1,4.23054129115167
"CLS",1964,310,3.75,"4","None","None","None","no",1,1,5,3.7504709824855
"ELS",2013,300,3.5,"1","None","None","None","no",1,3,1,3.49688628852995
"MS",2017,150,2.91,"1","None","None","None","no",1,1,1,2.90557865965573
"CLS",2009,390,2.2,"1","None","None","None","no",1,1,1,2.20308342184428
"CLS",1960,250,1.16,"4","None","None","None","no",1,3,5,1.16384436221086
"CONC",2017,318,0.99,"1","None","None","None","no",1,1,1,0.993038711193966
"CLS",1956,390,0.77,"5","5","2024","External Source/s","no",1,1,5,0.772640253018515
"MS",2014,250,0.54,"1","None","None","None","no",1,1,1,0.542419210824032
"CONC",2000,457,22.89,"1","None","None","CCTV app","yes",1,3,1,22.885657533711
"CONC",1940,550,86.71,"3","3","2015","te puna wai","no",3,3,1,86.7143817770725
"CONC",1940,550,46.22,"3","3","2015","te puna wai","no",3,3,1,46.2164113305308
"CONC",1940,550,44.18,"3","3","2015","te puna wai","no",3,3,1,44.179070007237
"PE",2004,630,142.31,"2","None","None","None","no",5,1,1,142.306220333298
"CONC",1962,457,79.93,"3","2","2016","te puna wai","no",5,1,3,79.9331255952614
"CONC",1975,457,76.06,"2","2","2016","te puna wai","no",5,1,2,76.0566264142022
"CONC",1975,457,76.03,"2","2","2016","te puna wai","no",5,1,2,76.0275237286992
"CONC",1975,457,74.77,"2","2","2016","te puna wai","no",5,1,2,74.7666507919687
"CONC",1975,457,33.98,"2","2","2016","te puna wai","no",5,1,2,33.977234936005
"CONC",1962,300,12.89,"2","None","None","None","no",1,1,3,12.885853487212
"CONC",1961,457,79.11,"3","2","2016","te puna wai","no",5,1,3,79.1073723563131
"CONC",1962,457,15,"3","3","2016","te puna wai","no",5,1,3,15.0008454539555
"CONC",1959,525,72.45,"3","2","2016","te puna wai","no",3,3,3,72.4483540987181
"CONC",1961,457,52.6,"3","3","2016","te puna wai","no",3,3,3,52.5395316084671
"CONC",1966,440,10.54,"2","2","2015","te puna wai","no",3,3,2,10.5394610341258
"CONC",1966,440,10.08,"3","3","2015","te puna wai","no",3,3,2,10.077568190822
"CONC",1946,318,18.3,"2","2","2012","te puna wai","no",1,1,3,18.2981607346559
"CONC",1972,440,29.19,"2","None","None","CCTV app","yes",5,1,2,29.1888155571467
"CONC",1972,440,145.24,"2","None","None","CCTV app","yes",1,1,2,145.240705086393
"CONC",1972,440,83.52,"2","None","None","CCTV app","yes",1,1,2,83.5238384872589
"CONC",1972,440,124.14,"2","None","None","CCTV app","yes",1,1,2,124.137066392758
"CONC",1972,440,82.33,"2","None","None","None","no",1,1,2,82.3286988646715
"CONC",1966,440,6.11,"3","3","2015","te puna wai","no",3,3,2,6.10974761111737
"CONC",1973,1350,244.21,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,1,2,244.212489800168
"CLS",1964,550,27.76,"5","None","None","None","no",5,1,5,27.7551603151493
"CLS",1964,550,26.92,"5","None","None","None","no",5,1,5,26.9179218546423
"PE",2012,560,98.81,"1","None","None","None","no",1,1,1,98.8058749745344
"CLS",2021,508,67.22,"1","None","None","None","no",1,1,1,67.2190113009176
"CLS",1940,525,80.53,"4","None","None","None","no",3,3,5,80.5336944944737
"VC",1940,500,68.51,"2","2","2015","te puna wai","no",3,3,2,68.50652658477
"CLS",1940,550,55.61,"4","3","2015","te puna wai","no",3,3,5,55.6090486991067
"CLS",1940,550,25.14,"4","3","2015","te puna wai","no",3,3,5,25.1403193155132
"CLS",1940,550,24.25,"4","3","2015","te puna wai","no",3,3,5,24.2547094575502
"CI",1940,525,57.32,"4","3","2015","te puna wai","no",5,1,5,57.3248253907541
"CI",1940,525,53.37,"4","3","2015","te puna wai","no",3,3,5,53.3726938530756
"CI",1940,525,32.42,"4","3","2015","te puna wai","no",3,3,5,32.4201515402737
"CONC",1960,490,47.17,"3","3","2015","te puna wai","no",3,3,3,47.1705716175485
"CONC",1966,440,4.07,"3","3","2015","te puna wai","no",3,3,2,4.07281709405208
"CONC",1962,457,35.88,"3","2","2016","te puna wai","no",5,1,3,35.8778393843691
"CONC",1960,440,86.24,"3","None","None","None","no",3,1,3,86.2389092771379
"CONC",1966,490,39.08,"2","None","None","None","no",3,3,2,39.0815461864764
"CONC",1940,457,37.94,"1","1","2015","te puna wai","no",5,1,1,37.940692571545
"CONC",2012,502,37.1,"2","None","None","None","no",5,1,1,37.1026837431591
"CONC",1962,457,36.89,"3","None","None","None","no",5,1,3,36.8858201377241
"CONC",1961,525,34.13,"3","2","2016","te puna wai","no",5,1,3,34.1287440292678
"CONC",2017,500,24.4,"2","None","None","None","no",5,1,1,24.4023052184217
"CONC",2017,500,24.37,"2","None","None","None","no",5,1,1,24.3733378925516
"CLS",1962,550,13.53,"5","None","None","None","no",5,1,5,13.5340703427856
"PE",2012,407,13.26,"2","None","None","None","no",5,1,1,13.2552146992861
"CONC",1966,450,9.89,"4","4","2009","te puna wai","yes",5,1,2,9.88541288899453
"CLS",2000,470,6.08,"2","None","None","CCTV app","yes",5,3,1,6.08093411696939
"PE",2012,407,5.69,"2","None","None","None","no",5,1,1,5.68927918560571
"PE",2012,407,5.18,"2","None","None","None","no",5,1,1,5.17544526591244
"CONC",1961,500,4.34,"3","None","None","None","no",5,1,3,4.33853690782003
"PE",2018,400,0.69,"2","None","None","None","no",5,1,1,0.686157715775203
"ELS",2017,450,35.5,"2","None","None","None","no",3,3,1,35.5004915454269
"ELS",2017,450,35.49,"2","None","None","None","no",3,3,1,35.4871032918648
"ELS",2017,450,35.49,"2","None","None","None","no",3,3,1,35.4871032910292
"CLS",1940,525,21.26,"4","3","2015","te puna wai","no",3,3,5,21.2625048887244
"CONC",1966,440,6.49,"3","3","2015","te puna wai","no",3,3,2,6.48890289880646
"CONC",1972,440,5.71,"2","None","None","CCTV app","yes",3,1,2,5.71133090648913
"PE",2013,450,394.56,"1","None","None","None","no",1,3,1,394.563218924928
"PE",2013,450,287.88,"1","None","None","None","no",1,3,1,287.883111081716
"CONC",1990,457,93.74,"1","None","None","None","no",1,3,1,93.7408700757762
"CONC",1990,457,69.53,"1","None","None","None","no",1,3,1,69.5325010835857
"PE",2014,400,46.04,"1","None","None","None","no",1,3,1,46.0365065261095
"CONC",1962,550,29.94,"2","None","None","None","no",1,1,3,29.944183419009
"CONC",1950,457,28.59,"2","None","None","None","no",1,1,3,28.5944795714043
"PE",2020,450,23.09,"1","None","None","None","no",1,3,1,23.0924281948343
"PE",2020,450,21.82,"1","None","None","None","no",1,3,1,21.8154765123076
"PE",2012,550,16.18,"1","None","None","None","no",1,3,1,16.1776955728082
"CONC",1972,440,15.62,"2","None","None","CCTV app","yes",1,1,2,15.6197986943296
"PE",1985,500,14.39,"2","2","2018","te puna wai","no",1,3,1,14.3860873635838
"PE",2013,400,8.25,"1","None","None","None","no",1,3,1,8.25459655023735
"PE",2012,550,6.84,"1","None","None","None","no",1,1,1,6.84127880574243
"PE",2020,450,4.37,"1","None","None","None","no",1,3,1,4.37431346452414
"PE",2020,450,3.88,"1","None","None","None","no",1,3,1,3.88410050009985
"PE",2014,450,1.55,"1","None","None","None","no",1,3,1,2.29932947712825
"CONC",1950,457,1.12,"2","None","None","None","no",1,1,3,1.12462947700747
"CONC",1962,440,106.08,"3","3","2015","te puna wai","no",5,1,3,106.076850934843
"CONC",2012,2300,47.42,"1","1","2013","CCTV Footage Review Log South_Latest.xls","no",1,1,1,47.4162161787093
"PE",2014,400,9.63,"2","None","None","None","no",3,3,1,9.63470244927782
"CONC",1966,450,61.45,"2","1","2013","te puna wai","no",1,1,2,61.4535011111368
"CONC",1959,500,67.29,"3","2","2016","te puna wai","no",5,1,3,67.2900972127399
"CONC",1966,470,92.91,"2","2","2009","te puna wai","no",5,1,2,92.9056297953854
"CONC",1966,450,34.74,"3","3","2010","te puna wai","yes",1,1,2,34.7436317458835
"CONC",1969,450,166.39,"2","2","2016","te puna wai","no",1,3,2,166.391018514733
"CONC",1969,450,134.32,"2","2","2016","te puna wai","no",1,1,2,134.317163308359
"CONC",1985,525,168.04,"2","2","2018","te puna wai","no",1,3,1,168.038294296672
"VC",2009,400,95.64,"1","1","2010","te puna wai","no",1,3,1,95.6353661816265
"VC",2009,400,102.1,"1","1","2010","te puna wai","no",1,3,1,102.100709169933
"CONC",1962,525,57.77,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,57.7735379799917
"CONC",1965,450,47.77,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,47.7668597790631
"CONC",1965,450,32.78,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,2,32.7819465198851
