"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","SHAPE_Length"
"CONC",1977,600,71.78,"2","None","None","None","no",3,3,2,71.7813695366137
"CONC",1977,600,54.33,"2","None","None","None","no",3,3,2,54.3253739377959
"CONC",1959,600,28.46,"3","None","None","None","no",3,3,3,28.4228219814985
"CONC",1977,600,24.4,"2","None","None","None","no",3,3,2,23.9700771819387
"CONC",1940,600,16.12,"4","None","None","None","no",3,3,4,16.1187986327988
"CONC",1989,600,76.51,"2","2","2018","te puna wai","no",1,3,1,76.5103764452871
"AC",1979,250,10.03,"3","3","2016","te puna wai","no",3,5,2,10.0338527444927
"CONC",1961,635,20.56,"3","None","None","None","no",5,1,3,20.5601840871344
"CONC",1992,724,74.63,"1","None","None","None","no",1,3,1,74.6274324662
"VC",1912,300,162.96,"1","1","2015","te puna wai","no",1,1,1,162.964716668938
"CONC",1960,300,86.75,"2","1","2015","te puna wai","no",1,3,3,86.7524576451107
"CONC",1966,300,109.5,"2","2","2012","te puna wai","no",5,1,2,109.50417373498
"CONC",1962,375,47.29,"3","2","2010","te puna wai","no",5,1,3,47.2932272687938
"CONC",1963,381,3.28,"3","2","2015","CCTV Footage Review Log South_Latest.xls","no",5,1,3,3.28141030200774
"CONC",1967,300,92.5,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,2,92.4972220090742
"CONC",1957,724,55.18,"3","None","None","None","no",5,1,3,55.1830178292782
"CONC",1999,740,49.55,"2","None","None","None","no",5,1,1,49.5548996973596
"CONC",1967,300,83.91,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,2,83.9120588790688
"VC",1912,300,133.66,"3","3","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,4,133.660720919107
"VC",1912,305,131.07,"1","1","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,1,131.068257860398
"CONC",1961,675,55.53,"3","None","None","None","no",3,3,3,55.5334311646832
"CONC",1957,675,52.04,"3","None","None","None","no",3,3,3,52.0401307730394
"CONC",1957,675,41.63,"3","None","None","None","no",3,3,3,41.6284835687764
"CONC",1962,375,91.44,"3","2","2010","te puna wai","no",5,1,3,91.4421414607098
"CONC",1962,375,94.69,"2","2","2010","te puna wai","no",1,1,3,94.686009007323
"CONC",1958,318,66.71,"3","3","2021","CCTV Footage Review Log South_Latest.xls","no",5,3,3,66.7081834334524
"CONC",1962,375,46.9,"2","2","2010","te puna wai","no",1,1,3,46.9041603328333
"CONC",1959,381,119.43,"2","2","2016","te puna wai","no",1,1,3,119.427438545616
"CLS",1959,390,98.42,"3","3","2016","te puna wai","no",1,1,5,98.4215741734114
"CLS",1959,390,8.3,"3","2","2016","te puna wai","no",1,1,5,8.29796187074518
"CLS",1959,390,111.05,"3","2","2016","te puna wai","no",1,1,5,111.048387967717
"CONC",1961,381,97.28,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,3,97.2816625718587
"CONC",1966,381,96.27,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,96.2696309052064
"CONC",1966,381,87.66,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,87.6611713455107
"CONC",1966,381,176.92,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,176.924388816404
"CONC",1966,381,94.57,"3","3","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,94.5700571542121
"CONC",1966,381,75,"3","3","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,74.996240759225
"CONC",1965,375,131.57,"2","2","2011","te puna wai","no",1,3,2,131.565829784607
"CONC",1965,375,88.36,"2","2","2011","te puna wai","no",1,3,2,88.3627851039253
"CONC",1965,375,93.88,"2","2","2011","te puna wai","no",5,3,2,93.8787790135774
"CONC",1964,600,102.58,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,102.576665642486
"CONC",1965,1050,21.39,"2","None","None","None","no",1,3,2,21.3853263101596
"CONC",1964,600,86.97,"3","3","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,86.9658718938814
"CONC",1965,750,108.83,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,3,2,108.83097657877
"CONC",1965,375,78.94,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",5,3,2,78.9369010055021
"CONC",1965,375,67.64,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",5,3,2,67.640693362721
"CONC",1959,635,89.3,"2","2","2016","te puna wai","no",1,1,3,89.2971630996886
"CONC",1992,600,26.88,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,1,26.876133399224
"CONC",1992,600,18.92,"3","3","2007","te puna wai","no",5,1,1,18.9196209806715
"CONC",1946,600,43.16,"3","3","2013","te puna wai","no",1,1,3,43.1582740469413
"CONC",1966,600,114.45,"2","2","2018","te puna wai","no",1,1,2,114.45099256908
"CONC",1965,375,64.07,"2","2","2011","te puna wai","no",1,3,2,64.0700329740499
"CONC",1965,375,41.87,"2","2","2011","te puna wai","no",1,3,2,41.8691426824939
"CONC",1965,750,119.3,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,119.29604585556
"CONC",1966,600,92.96,"2","2","2018","te puna wai","no",1,1,2,92.9641547083628
"CONC",1965,375,80.78,"2","2","2011","te puna wai","no",1,3,2,80.7806523002474
"CONC",1966,381,55.49,"2","None","None","None","no",1,3,2,55.4891043259068
"CONC",1966,600,91.73,"2","2","2018","te puna wai","no",1,1,2,91.7325783867898
"VC",1958,375,97.57,"3","None","None","None","no",5,3,2,97.5685104546331
"CONC",1965,635,49.27,"3","3","2015","te puna wai","no",1,1,2,49.2671603817698
"CONC",1966,600,106.6,"2","2","2018","te puna wai","no",1,1,2,106.60427251494
"CONC",1966,375,128.4,"3","3","2014","te puna wai","no",1,3,1,128.395958170835
"CONC",1962,675,101.01,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,101.0080357969
"CONC",1965,675,184.59,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,184.593655713906
"VC",1912,381,237.12,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",1,1,1,237.118744870644
"CONC",1964,375,216.44,"2","2","2003","te puna wai","yes",1,3,2,216.440894997968
"CONC",1960,381,65.12,"3","2","2012","te puna wai","no",5,3,3,65.1248323580767
"CONC",1997,390,156.48,"2","2","2014","te puna wai","no",5,3,1,156.477414460516
"CONC",1997,390,162.95,"2","2","2014","te puna wai","no",3,3,1,162.945478180558
"CONC",1965,300,80.11,"3","3","2011","te puna wai","no",5,3,2,80.1058744014228
"AC",1968,375,138.56,"4","3","2012","te puna wai","no",1,1,5,138.557098529204
"CONC",1965,300,70.73,"2","2","2018","CCTV Footage Review Log South_Latest.xls","no",1,3,2,70.729623893474
"CONC",1965,1054,139.82,"3","3","2000","te puna wai","no",5,1,2,139.818829080588
"CONC",1997,390,145.96,"2","2","2014","te puna wai","no",1,1,1,145.95791102904
"CONC",1965,1050,160.24,"3","3","2005","te puna wai","no",5,1,2,160.236069594651
"CONC",1961,635,129.53,"2","1","2015","te puna wai","no",5,1,3,129.525464576208
"CONC",1992,724,38.75,"1","None","None","None","no",1,3,1,38.7468449398338
"CONC",1962,375,238.09,"2","2","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,3,238.091761568078
"CONC",1961,300,77.51,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,77.5072831803479
"CONC",1961,300,34.08,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,34.0796904366809
"CONC",1965,375,37.77,"3","3","2011","te puna wai","no",1,3,2,37.7741585556072
"CONC",1966,375,48.59,"2","2","2010","te puna wai","no",1,1,2,48.5923647080598
"CONC",1974,381,93.13,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,93.1263708899481
"CONC",1974,381,66.89,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,66.8908194497877
"CONC",1946,600,12.9,"2","2","2011","te puna wai","no",1,1,3,12.9012958282044
"GRP",2017,600,229.73,"2","None","None","None","no",5,1,1,229.729012684971
"CONC",1961,635,108.78,"3","None","None","None","no",5,1,3,108.776344919154
"CONC",1961,635,67.51,"3","None","None","None","no",5,1,3,67.5069490450088
"MS",2017,600,25.48,"2","None","None","None","no",5,1,1,25.475290137929
"MS",2017,650,8.12,"2","None","None","None","no",5,1,1,8.11960593127491
"MS",2017,650,4.85,"2","None","None","None","no",5,1,1,4.85182660977502
"GRP",2017,650,1229.55,"2","None","None","None","no",3,3,1,1229.54954015262
"CONC",1961,635,39.96,"3","None","None","None","no",3,1,3,39.9635122432473
"CONC",1961,635,18.07,"3","None","None","None","no",3,1,3,18.070316403531
"CLS",1964,740,1.86,"4","None","None","None","no",3,3,5,1.86261710430525
"CLS",1964,650,482.22,"4","None","None","None","no",1,1,5,482.216596551487
"CONC",1964,750,401.51,"2","None","None","None","no",1,1,2,401.510903576667
"CONC",1961,700,321.22,"3","None","None","None","no",1,3,3,321.215819743788
"CONC",1961,700,289.48,"3","None","None","None","no",1,3,3,289.475122762781
"CONC",1961,700,201.01,"3","None","None","None","no",1,3,3,201.008088577117
"ELS",2017,650,60.1,"1","None","None","None","no",1,1,1,60.0990640809887
"CONC",1962,750,43.35,"2","None","None","None","no",1,1,3,43.3483761298586
"CONC",1961,635,42.45,"2","None","None","None","no",1,1,3,42.4513173012562
"CONC",1961,635,40.44,"2","None","None","None","no",1,1,3,40.436824362879
"CONC",1961,635,36.07,"2","None","None","None","no",1,1,3,36.0691572861022
"CONC",1961,635,33.65,"3","None","None","None","no",1,3,3,33.6499143120656
"MS",2017,650,20.57,"1","None","None","None","no",1,1,1,20.5672029030606
"CLS",2015,610,19.22,"1","None","None","None","no",1,1,1,19.2194568611333
"CONC",1992,724,13.96,"1","None","None","None","no",1,1,1,13.9609868824481
"CLS",1961,635,10.96,"4","None","None","None","no",1,1,5,10.9647042822781
"CLS",1964,600,9.41,"4","None","None","None","no",1,1,5,9.40738899268687
"PE",2012,710,6.89,"1","None","None","None","no",1,1,1,6.89392400986849
"CLS",1961,635,6.37,"4","None","None","None","no",1,1,5,6.372275972275
"CLS",1961,635,6.11,"4","None","None","None","no",1,1,5,6.11293882169723
"CLS",1996,610,5.99,"2","None","None","None","no",1,3,2,5.9884472193321
"CLS",2012,650,3.97,"1","None","None","None","no",1,1,1,3.97277119245385
"CLS",1961,630,3.09,"4","None","None","None","no",1,3,5,3.09056144901233
"CLS",1961,630,1.66,"4","None","None","None","no",1,3,5,1.65766743796076
"CLS",1961,630,1.37,"4","None","None","None","no",1,3,5,1.3735966090885
"CLS",1961,635,1.34,"4","None","None","None","no",1,1,5,1.34082064371348
"CLS",1961,635,1.22,"4","None","None","None","no",1,1,5,1.21977254435062
"AC",1965,600,1.17,"4","None","None","None","no",1,1,5,1.16854651579177
"CLS",1961,630,1.01,"4","None","None","None","no",1,3,5,1.00921564713425
"CONC",2020,600,121.8,"2","None","None","None","no",5,3,1,121.79766878245
"GRP",2020,650,91.15,"2","None","None","None","no",5,1,1,91.1459410362556
"GRP",2020,700,68.5,"2","None","None","None","no",5,3,1,68.5223845699844
"GRP",2020,650,64.22,"2","None","None","None","no",5,1,1,64.2178235245643
"GRP",2020,600,53.8,"2","None","None","None","no",5,3,1,53.8481535221626
"GRP",2020,600,41.54,"2","None","None","None","no",5,3,1,41.5483902050826
"CONC",2015,675,34.45,"2","None","None","None","no",5,1,1,34.4530942732567
"CONC",2020,600,32.28,"2","None","None","None","no",5,1,1,32.2763004066279
"CONC",2020,600,19.61,"2","None","None","None","no",5,1,1,19.6068807260203
"AC",2017,600,4.6,"2","None","None","None","no",5,3,1,4.60372566506768
"CI",1940,600,63.14,"4","3","2015","te puna wai","no",3,3,5,63.1375598752935
"CONC",2021,675,54.15,"2","None","None","None","no",3,3,1,54.1503667279466
"CONC",2021,675,40.66,"2","None","None","None","no",3,3,1,40.6624007877352
"CONC",2021,675,24.79,"2","None","None","None","no",3,3,1,24.7896077024851
"CLS",2004,760,12.01,"2","2","2016","te puna wai","no",3,3,1,12.0057893445915
"GRP",2020,600,135.64,"1","None","None","None","no",1,3,1,135.636522774582
"CONC",2020,675,134.09,"1","None","None","None","no",1,3,1,134.090780384568
"CONC",2020,600,128.12,"1","None","None","None","no",1,3,1,128.117519929469
"PE",2020,710,124.09,"1","None","None","None","no",1,3,1,124.088028228905
"GRP",2020,700,117.24,"1","None","None","None","no",1,3,1,117.248919012689
"CONC",2020,750,101.49,"1","None","None","None","no",1,3,1,101.488959818038
"CONC",2013,625,96.09,"1","None","None","None","no",1,1,1,96.088167181225
"CONC",2020,750,94.84,"1","None","None","None","no",1,3,1,94.8400990372397
"PE",2020,710,86.6,"1","None","None","None","no",1,3,1,86.5971941916806
"GRP",2020,650,85.13,"1","None","None","None","no",1,3,1,85.1282091556692
"GRP",2020,600,66,"1","None","None","None","no",1,3,1,66.0728009372241
"PE",2020,630,58.81,"1","None","None","None","no",1,3,1,58.8100981869482
"GRP",2020,700,46.92,"1","None","None","None","no",1,3,1,46.9212972777217
"CONC",2020,600,43.66,"1","None","None","None","no",1,3,1,43.6611268850143
"CONC",2020,750,36.45,"1","None","None","None","no",1,3,1,36.4454881382403
"CONC",2002,740,20.66,"1","None","None","None","no",1,1,1,20.6611195811922
"CONC",1964,600,15.24,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,15.2433405962876
"CONC",2020,750,15.16,"1","None","None","None","no",1,3,1,15.5971569183538
"CONC",1910,750,11.17,"3","3","2013","te puna wai","yes",1,1,1,11.169986712042
"CONC",1914,600,74.55,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,74.5545993161809
"CONC",1914,600,74.53,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,74.5314688808345
"CONC",1966,675,73.11,"2","2","2018","te puna wai","no",5,3,2,73.1105856990222
"CONC",1914,600,35.93,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,35.9333673326005
"CONC",1946,675,73.17,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,1,3,73.1673045967507
"CONC",1946,675,72.87,"2","2","2011","te puna wai","no",1,1,3,72.8714400731029
"CONC",1946,675,60.31,"3","2","2011","te puna wai","no",5,1,3,60.3067556846077
"CONC",1964,1050,6.42,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,1,2,6.42350253765512
"CONC",1964,1050,98.93,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",5,1,2,98.9287727915269
"CONC",1912,686,62.73,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,1,62.7312423137091
"CONC",1964,1050,112.11,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",5,1,2,112.105179324506
"CONC",1964,1050,100.55,"3","3","2015","CCTV Footage Review Log South_Latest.xls","no",5,1,2,100.550512372592
"CONC",1964,1050,104.82,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,104.821997843866
"CONC",1964,1050,105.51,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,105.511821977392
"CONC",1964,1050,156.22,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,156.22008449156
"CONC",1962,600,29.15,"3","2","2021","CCTV Footage Review Log South_Latest.xls","yes",5,1,3,29.1458745551434
"PE",2014,375,88.62,"2","None","None","None","no",5,3,1,88.6185113209203
"PE",2014,375,73.11,"2","None","None","None","no",5,3,1,73.1053489407193
"PE",2014,375,57.15,"2","None","None","None","no",5,3,1,57.1520568535644
"AC",1979,375,24.31,"2","2","2011","te puna wai","no",1,1,2,24.3053031950525
"CONC",1964,1050,100.81,"2","None","None","None","no",1,3,2,100.805683667047
"CONC",1964,1050,114.4,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,114.399081568186
"CONC",1992,600,1.78,"1","None","None","None","no",1,3,1,1.77528708994913
"CONC",1946,600,153.7,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,153.697327022547
"CONC",1998,1600,134.09,"2","2","2014","te puna wai","no",1,3,1,134.089983613177
"PE",2014,375,165.45,"2","None","None","None","no",5,3,1,165.449277985258
"VC",1958,225,10.42,"3","2","1996","te puna wai","no",5,3,2,10.4241383554051
"CONC",1964,1050,115.03,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,115.029645602301
"CONC",1964,1050,79.99,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,79.9934521883301
"CONC",1964,1050,116.44,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,116.440180895607
"CONC",1946,600,137.61,"3","3","2016","CCTV Footage Review Log South_Latest.xls","no",1,1,3,137.605877482419
"CONC",1963,300,12.45,"3","3","2003","te puna wai","no",5,3,3,12.4472315728989
"CONC",1964,1050,124.85,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,124.85095293411
"CONC",1964,1050,113.01,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,113.012892156884
"CONC",1964,1050,92.07,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,92.0728617451788
"CONC",1964,1050,92.05,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,92.0534523802408
"CONC",1964,1050,114.16,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,114.161595194329
"CONC",1964,1050,14.25,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,14.2529505886591
"CONC",1992,724,21.67,"1","None","None","None","no",1,3,1,21.6725758792369
"PE",2013,450,132.35,"2","None","None","None","no",5,3,1,132.352086253667
"CONC",1990,457,79.29,"2","None","None","None","no",5,3,1,79.2936969113269
"CONC",1992,724,60.45,"1","None","None","None","no",1,3,1,60.4517760964555
"CONC",1964,1050,121.73,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,1,2,121.729739038307
"CLS",2002,675,50.34,"2","None","None","None","no",5,3,1,50.3373805665963
"CONC",1964,1050,132.66,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,132.657646162128
"CONC",1964,1050,124.67,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,1,2,124.668978571743
"VC",1958,375,145.82,"3","2","1994","te puna wai","no",5,3,2,145.81737694586
"AC",1968,375,138.63,"4","2","2012","te puna wai","no",5,1,5,138.625320921893
"CONC",1965,1050,215.54,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,215.538510271705
"CONC",1974,381,84.67,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,3,2,84.666336089299
"CONC",1974,381,70.46,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,3,2,70.4624329872007
"CONC",1974,381,44.2,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,3,2,44.203913072711
"CONC",1974,381,90.68,"2","2","2016","CCTV Footage Review Log South_Latest.xls","no",1,3,2,90.6834172655934
"CONC",1965,300,41.85,"2","2","2011","te puna wai","no",5,3,2,41.84992951086
"CONC",1961,300,35.56,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,35.5640391909719
"CONC",1971,300,105.14,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",5,1,2,105.144436132903
"CONC",1961,300,52.03,"3","2","2016","CCTV Footage Review Log South_Latest.xls","no",5,1,3,52.0306048728917
"CONC",1965,300,75.75,"3","3","2011","te puna wai","no",5,3,2,75.7519812418537
"CONC",1966,375,35.5,"2","2","2010","te puna wai","no",5,1,2,35.4960213910876
"CI",1910,750,87.62,"4","3","2013","te puna wai","yes",1,1,5,87.6214206350525
"CONC",1965,800,93.79,"2","2","2016","te puna wai","no",1,1,2,93.7852084890857
"CONC",1965,900,171.07,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,171.066884814111
"CONC",1965,900,111,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,110.996715843061
"CONC",1965,1500,4.19,"2","None","None","None","no",1,3,2,4.1872774632765
"CONC",1964,1200,113.4,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,113.399695022781
"CONC",1964,1200,114.87,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",5,3,2,114.873662887722
"CONC",1964,1200,98,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,98.0034559770654
"CONC",1964,1200,62.74,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,62.7396832513447
"CONC",1964,1200,394.19,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,394.193050272457
"CONC",1964,1200,68.62,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,68.6195610392461
"CONC",1964,900,111.06,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,111.057617964271
"CONC",1998,1200,240.04,"1","1","1999","te puna wai","no",1,1,1,240.037764103751
"CONC",1973,1350,84.87,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,84.8670426927064
"CONC",1973,1350,235.63,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,235.6284694981
"CONC",1964,1200,156.72,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",5,3,2,156.719600524171
"CONC",1964,1200,83.14,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,83.135697209952
"CONC",1973,1350,152.19,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,152.188045912809
"CONC",1973,1350,14.52,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,14.5154622804996
"CONC",1973,1350,193.73,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,193.729035096241
"CONC",1973,1350,230.13,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,230.131682253964
"CONC",1973,1350,214.6,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,214.602012630117
"CONC",1973,1350,189.64,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,189.63916898274
"CONC",1973,1350,244.79,"2","2","2008","CCTV Footage Review Log South_Latest.xls","no",1,3,2,244.79383127476
"CONC",1918,1200,105.53,"4","3","2009","te puna wai","no",1,1,5,105.533266226994
"CONC",1918,1200,119.24,"4","3","2009","te puna wai","no",1,1,5,119.240756377283
"CONC",1918,1200,412.5,"4","3","2007","te puna wai","no",3,1,5,412.502640686196
"CONC",1964,1200,39.3,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,39.2985697813721
"CONC",1964,1200,65.95,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,65.9456967295801
"CONC",1964,1200,110.17,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,110.174251067859
"CONC",1964,1200,227.39,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",5,1,2,227.388997103328
"PE",2010,710,81.22,"1","1","2021","CCTV Footage Review Log South_Latest.xls","yes",1,1,1,81.2194752432941
"CONC",2016,2100,32.32,"2","None","None","None","no",5,1,1,32.3192068778413
"AC",1965,600,294.48,"3","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,294.47900722614
"VC",1958,225,12.18,"3","3","2015","te puna wai","no",1,1,2,12.1755318062398
"VC",1958,225,6.6,"2","2","1996","te puna wai","no",1,1,2,6.60288228136196
"CONC",1957,525,107.21,"3","3","2017","te puna wai","no",1,1,3,107.212520856488
"CONC",1957,525,94.95,"3","3","2017","te puna wai","no",1,1,3,94.9461339080325
"CONC",1957,525,86.46,"3","3","2017","te puna wai","no",1,1,3,86.4629547257276
"CONC",1963,525,26.21,"2","2","2017","te puna wai","no",1,1,3,26.2088224730244
"CLS",1992,310,4.35,"3","3","2003","te puna wai","no",1,1,2,4.35236782573359
"CONC",1914,1800,58.57,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,58.5742212626139
"CONC",1914,1800,29.03,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,29.0322720331006
"CONC",1914,1800,147.14,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,147.138600714861
"CONC",1959,1600,348.35,"3","1","2013","te puna wai","no",5,1,3,348.354479816156
"CONC",1962,550,22.19,"2","None","None","None","no",1,1,3,22.1869603924578
"CONC",1914,1800,121.96,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,121.960987097705
"CONC",1971,1200,34.88,"2","2","2016","te puna wai","no",1,3,2,34.8772306248441
"CONC",1914,1800,37.21,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,37.213518130817
"CONC",1914,1800,26.78,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,26.7765759080969
"CONC",1971,1200,93.58,"2","2","2016","te puna wai","no",1,3,2,93.5814313222564
"CONC",1969,1200,24.07,"2","2","2016","te puna wai","no",1,3,2,24.0747903079256
"CONC",1914,1800,184.37,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,184.36582489485
"CONC",1914,1800,34.24,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,34.2401622793086
"CONC",1914,1800,65.31,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,65.3117657002217
"CONC",1914,1800,55.56,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,55.5552213955242
"CONC",1914,1800,77.53,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,77.5271307105796
"CONC",1914,1800,55.32,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,55.3218104156234
"CONC",1914,1800,56.37,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,56.3722082279044
"CONC",1914,1800,175.8,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,175.799748614211
"BRICK",1927,1500,29.16,"2","2","2007","te puna wai","no",1,1,3,29.1649268278256
"CONC",1966,525,9.14,"2","1","2009","te puna wai","no",1,1,2,9.14107393246352
"CONC",1914,1650,178.45,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,178.454515252616
"CONC",1914,1500,288.61,"4","4","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,288.611908788899
"CONC",1914,1650,2.73,"3","3","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,2.72708855960495
"CONC",1975,457,39.25,"2","2","2016","te puna wai","no",5,1,2,39.2492636261324
"CONC",1914,1200,46.39,"3","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,46.389765237302
"CONC",1977,2550,87.94,"2","None","None","None","no",1,3,2,87.9404469759406
"CONC",1914,1200,82.38,"3","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,82.3752184279317
"CONC",1914,2300,98.11,"4","4","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,98.1094927815868
"CONC",1940,457,24.37,"3","3","2015","te puna wai","no",5,1,1,24.3667950732875
"CONC",1914,2300,60.61,"4","None","None","None","no",3,3,5,60.6057121728571
"CONC",1914,2300,38,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,37.9962681454936
"CONC",1914,2300,100.06,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,100.058460024719
"CONC",1914,2300,174.47,"4","3","2017","CCTV Footage Review Log South_Latest.xls","no",3,3,5,174.474935134155
